rule_id,year,source_id,actual,limit,unit,operator,passed,severity,excess,plan_id,scenario_id,input_fingerprint
NO_ACTIVE_CONTRACT,2038,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
RESERVATION_BEFORE_COMMISSIONING,2038,,0.0,0.0,violations,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPACITY_EXCEEDED,2038,A,190.0,190.0,t/year,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ORDER_EXCEEDS_CONTRACT,2038,A,190.0000000000001,190.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ARRIVAL_CAPACITY_EXCEEDED,2038,A,189.99999999999977,190.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPACITY_EXCEEDED,2038,B,110.0,110.0,t/year,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ORDER_EXCEEDS_CONTRACT,2038,B,0.0,110.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ARRIVAL_CAPACITY_EXCEEDED,2038,B,0.0,110.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPACITY_EXCEEDED,2038,C,130.0,130.0,t/year,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ORDER_EXCEEDS_CONTRACT,2038,C,0.0,130.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ARRIVAL_CAPACITY_EXCEEDED,2038,C,0.0,130.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPACITY_EXCEEDED,2038,D,120.0,120.0,t/year,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ORDER_EXCEEDS_CONTRACT,2038,D,119.99999999999996,120.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ARRIVAL_CAPACITY_EXCEEDED,2038,D,119.99999999999987,120.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
CAPACITY_EXCEEDED,2038,E,80.0,80.0,t/year,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ORDER_EXCEEDS_CONTRACT,2038,E,0.0,80.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
ARRIVAL_CAPACITY_EXCEEDED,2038,E,0.0,80.0,t,<=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
BASE_TOTAL_SERVICE,2039,,0.999999999999997,0.97,share,>=,True,hard,0.0,diversified,BASE,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab
