parameter,value,range_basis,baseline_input_fingerprint,experiment_input_fingerprint,plan_id,scenario_id,feasible,total_cost_mln,shortage_t,min_total_service,min_critical_service,violations,critical_shortage_t,min_inventory_t,max_inventory_t,rejected_t,flexible_rights_2038_t,service_compliant,cheapest_compliant_plan
core_delay,0.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,True,9795.159803931261,0.0,0.999999999999997,0.9999999999999941,0,1.2363443602225743e-12,3.552713678800501e-15,97.43999999999991,0.0,0.0,True,lunar
core_delay,0.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,True,11790.159803931263,0.0,0.999999999999997,0.9999999999999941,0,1.2363443602225743e-12,3.552713678800501e-15,97.44000000000001,0.0,320.00000000000006,True,lunar
core_delay,7.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10269.100072425004,7.479452054794816,0.9808219178082227,0.9821112006446355,4,4.301369863012397,0.0,77.4882191780817,0.0,0.0,False,none_feasible
core_delay,7.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9799.197036462692,7.479452054794489,0.9835616438356208,0.9839387590652667,3,4.45643835616265,0.0,97.24821917808207,0.0,0.0,False,none_feasible
core_delay,7.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11794.3787515462,7.479452054794489,0.9808219178082236,0.9811990330378694,3,4.495890410957443,0.0,96.09753424657532,0.0,320.00000000000006,False,none_feasible
core_delay,14.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10272.01069694743,14.958904109589296,0.9643835616438393,0.9656728444802525,5,8.876712328765748,0.0,77.4882191780817,0.0,0.0,False,none_feasible
core_delay,14.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9801.516527609248,12.821917808219126,0.9698630136986344,0.9702401289282808,5,7.524931506847494,0.0,97.24821917808207,0.0,0.0,False,none_feasible
core_delay,14.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11796.825659859205,13.890410958904043,0.9616438356164425,0.9620209508460891,4,8.955616438354426,0.0,94.75506849315066,0.0,320.00000000000006,False,none_feasible
core_delay,30.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10277.413324021929,26.109589041096196,0.9381676712328736,0.9387236099919276,7,15.595068493152084,0.0,77.4882191780817,0.0,0.0,False,none_feasible
core_delay,30.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9806.327443038035,26.109589041095866,0.9452054794520588,0.9455825946817061,6,15.579726027396603,0.0,97.24821917808207,0.0,0.0,False,none_feasible
core_delay,30.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11798.248209080448,26.71232876712328,0.9260273972602777,0.9264045124899257,5,17.689315068491183,0.0,89.63178082191779,0.0,320.00000000000006,False,none_feasible
core_delay,42.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10282.159934763155,36.630136986301665,0.9150684931506881,0.9163577759871032,7,21.698630136985983,0.0,77.4882191780817,0.0,0.0,False,none_feasible
core_delay,42.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9810.389626562148,36.63013698630134,0.9315068493150722,0.9318839645447202,6,22.48383561643773,0.0,97.24821917808207,0.0,0.0,False,none_feasible
core_delay,42.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11798.423284329087,36.32876712328762,0.9041095890410993,0.9044867042707483,5,23.82630136986093,0.0,84.59068493150684,0.0,320.00000000000006,False,none_feasible
core_delay,90.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10297.503273385786,78.71232876712362,0.849315068493153,0.8506043513295708,7,46.048219178083244,0.0,77.4882191780817,0.0,0.0,False,none_feasible
core_delay,90.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9823.986338410525,78.71232876712327,0.8589041095890421,0.8665237711522953,7,47.430684931506434,0.0,101.71068493150665,0.0,0.0,False,none_feasible
core_delay,90.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11800.64266777814,69.45205479452046,0.8027397260273993,0.8031168412570525,6,43.88109589040833,0.0,69.92986301369851,0.0,320.00000000000006,False,none_feasible
core_delay,180.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,earth,TEAM_SENSITIVITY,False,10290.992183004852,128.68493150684967,0.7107704109588979,0.7113263497179603,7,76.47178082191877,0.0,78.36493150684883,0.0,0.0,False,none_feasible
core_delay,180.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,lunar,TEAM_SENSITIVITY,False,9842.609729515798,154.10958904109597,0.6979931506849343,0.7479452054794534,7,91.92383561643807,0.0,111.35452054794504,0.0,0.0,False,none_feasible
core_delay,180.0,"TEAM: 7–180 дней; 42 дня — масштаб Emergency lead time, не оценка вероятности",3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,3bb53686d954c2989e85ce538f6a33c176ff5771ade8463123c631ba8d1f54ab,diversified,TEAM_SENSITIVITY,False,11801.879020594803,126.08219178082163,0.6164383561643832,0.61681547139404,6,79.01643835616193,0.0,71.29972602739714,0.0,320.00000000000006,False,none_feasible
